Order_ID,Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Revenue,Year,Month,Month_Name,Quarter,Day_of_Week
ORD01475,2023-11-28,CUST3360,Fiction Novel,Books,East,1,13.58,13.58,2023,11,November,4,Tuesday
ORD01476,2022-02-06,CUST7385,Fiction Novel,Books,East,8,34.56,276.45,2022,2,February,1,Sunday
ORD01477,2023-02-02,CUST5117,Plant Pot,Home & Garden,South,2,153.55,307.11,2023,2,February,1,Thursday
ORD01478,2022-04-12,CUST7541,Jeans,Clothing,North,10,41.59,415.88,2022,4,April,2,Tuesday
ORD01479,2023-02-09,CUST4461,Smart Watch,Electronics,South,2,1159.33,2318.65,2023,2,February,1,Thursday
ORD01480,2023-08-03,CUST4050,Tennis Racket,Sports,North,9,111.8,1006.19,2023,8,August,3,Thursday
ORD01481,2022-01-22,CUST6176,Fiction Novel,Books,West,2,24.75,49.5,2022,1,January,1,Saturday
ORD01482,2023-04-29,CUST2821,Jeans,Clothing,South,2,126.44,252.88,2023,4,April,2,Saturday
ORD01483,2022-05-12,CUST1533,Lamp,Home & Garden,West,2,57.53,115.07,2022,5,May,2,Thursday
ORD01484,2022-08-03,CUST2482,Plant Pot,Home & Garden,East,7,200.43,1403.02,2022,8,August,3,Wednesday
ORD01485,2023-01-28,CUST1387,Doll,Toys,South,2,65.6,131.21,2023,1,January,1,Saturday
ORD01486,2022-03-14,CUST4321,Lamp,Home & Garden,East,2,122.14,244.29,2022,3,March,1,Monday
ORD01487,2023-04-05,CUST3939,Action Figure,Toys,West,10,62.51,625.06,2023,4,April,2,Wednesday
ORD01488,2022-01-12,CUST3304,Laptop,Electronics,North,8,237.11,1896.88,2022,1,January,1,Wednesday
ORD01489,2023-02-02,CUST3327,Laptop,Electronics,East,9,1293.25,11639.25,2023,2,February,1,Thursday
ORD01490,2023-06-29,CUST7633,Shoes,Clothing,East,8,149.89,1199.13,2023,6,June,2,Thursday
ORD01491,2022-07-21,CUST6070,Biography,Books,North,5,37.94,189.72,2022,7,July,3,Thursday
ORD01492,2022-05-29,CUST6238,Dress,Clothing,West,9,77.96,701.65,2022,5,May,2,Sunday
ORD01493,2022-11-15,CUST9555,Shoes,Clothing,West,7,28.86,202.02,2022,11,November,4,Tuesday
ORD01494,2022-04-28,CUST1582,Smart Watch,Electronics,West,1,823.01,823.01,2022,4,April,2,Thursday
ORD01495,2022-12-13,CUST5022,Basketball,Sports,East,9,79.62,716.6,2022,12,December,4,Tuesday
ORD01496,2022-09-20,CUST9295,Basketball,Sports,West,10,152.52,1525.17,2022,9,September,3,Tuesday
ORD01497,2022-09-09,CUST9087,Smartphone,Electronics,East,1,931.2,931.2,2022,9,September,3,Friday
ORD01498,2022-02-15,CUST3125,Jeans,Clothing,North,4,94.57,378.28,2022,2,February,1,Tuesday
ORD01499,2023-11-28,CUST5919,Lamp,Home & Garden,West,8,32.87,262.99,2023,11,November,4,Tuesday
ORD01500,2023-08-11,CUST7027,Chair,Home & Garden,East,6,61.15,366.89,2023,8,August,3,Friday
ORD01501,2023-08-15,CUST8109,LEGO Set,Toys,South,5,57.55,287.73,2023,8,August,3,Tuesday
ORD01502,2022-10-18,CUST2922,Chair,Home & Garden,North,10,255.45,2554.52,2022,10,October,4,Tuesday
ORD01503,2022-12-19,CUST1536,Shoes,Clothing,East,5,87.75,438.75,2022,12,December,4,Monday
ORD01504,2022-12-16,CUST1582,Tennis Racket,Sports,North,10,115.59,1155.94,2022,12,December,4,Friday
ORD01505,2023-08-16,CUST6057,Shoes,Clothing,South,5,37.38,186.88,2023,8,August,3,Wednesday
ORD01506,2023-01-28,CUST2456,Shoes,Clothing,South,4,39.95,159.82,2023,1,January,1,Saturday
ORD01507,2022-01-10,CUST1067,Dress,Clothing,East,7,82.09,574.62,2022,1,January,1,Monday
ORD01508,2022-08-02,CUST7695,Jacket,Clothing,South,2,99.99,199.98,2022,8,August,3,Tuesday
ORD01509,2022-08-23,CUST4667,Dumbbells,Sports,North,8,175.6,1404.8,2022,8,August,3,Tuesday
ORD01510,2022-04-19,CUST1392,Jeans,Clothing,West,3,133.71,401.13,2022,4,April,2,Tuesday
ORD01511,2022-07-27,CUST6171,Basketball,Sports,South,1,52.87,52.87,2022,7,July,3,Wednesday
ORD01512,2023-03-10,CUST9504,Jeans,Clothing,South,4,26.11,104.43,2023,3,March,1,Friday
ORD01513,2022-06-02,CUST9562,Biography,Books,North,3,28.95,86.86,2022,6,June,2,Thursday
ORD01514,2023-10-22,CUST2461,Self-Help,Books,East,10,43.55,435.47,2023,10,October,4,Sunday
ORD01515,2023-08-30,CUST1714,Tennis Racket,Sports,East,3,157.29,471.87,2023,8,August,3,Wednesday
ORD01516,2022-09-02,CUST9812,Biography,Books,East,5,45.14,225.68,2022,9,September,3,Friday
ORD01517,2023-10-27,CUST1628,Plant Pot,Home & Garden,East,3,295.96,887.89,2023,10,October,4,Friday
ORD01518,2023-08-09,CUST2263,Fiction Novel,Books,West,1,34.97,34.97,2023,8,August,3,Wednesday
ORD01519,2022-10-17,CUST8259,Board Game,Toys,South,6,89.16,534.97,2022,10,October,4,Monday
ORD01520,2023-09-11,CUST7250,Jeans,Clothing,South,9,116.96,1052.68,2023,9,September,3,Monday
ORD01521,2023-04-02,CUST2901,Smartphone,Electronics,North,4,328.57,1314.29,2023,4,April,2,Sunday
ORD01522,2023-05-28,CUST2761,Fiction Novel,Books,East,1,30.82,30.82,2023,5,May,2,Sunday
ORD01523,2023-10-06,CUST1692,Jacket,Clothing,South,7,131.72,922.06,2023,10,October,4,Friday
ORD01524,2023-01-20,CUST2707,Biography,Books,East,7,40.66,284.63,2023,1,January,1,Friday
ORD01525,2023-04-04,CUST8250,Tablet,Electronics,North,4,266.47,1065.87,2023,4,April,2,Tuesday
ORD01526,2023-10-17,CUST6586,Cookbook,Books,East,3,26.94,80.83,2023,10,October,4,Tuesday
ORD01527,2022-09-01,CUST2044,Headphones,Electronics,South,5,1480.7,7403.48,2022,9,September,3,Thursday
ORD01528,2022-09-23,CUST8071,Dress,Clothing,North,2,125.82,251.63,2022,9,September,3,Friday
ORD01529,2023-04-21,CUST7289,Science Book,Books,South,5,34.69,173.43,2023,4,April,2,Friday
ORD01530,2023-10-09,CUST7586,Board Game,Toys,West,8,73.15,585.2,2023,10,October,4,Monday
ORD01531,2023-02-09,CUST2711,Biography,Books,North,10,46.42,464.24,2023,2,February,1,Thursday
ORD01532,2023-07-20,CUST2194,Mirror,Home & Garden,East,1,253.89,253.89,2023,7,July,3,Thursday
ORD01533,2022-09-23,CUST2159,Dumbbells,Sports,West,3,114.5,343.51,2022,9,September,3,Friday
ORD01534,2023-04-12,CUST8223,Tennis Racket,Sports,West,1,156.39,156.39,2023,4,April,2,Wednesday
ORD01535,2022-10-09,CUST8926,Dumbbells,Sports,North,2,68.71,137.42,2022,10,October,4,Sunday
ORD01536,2023-11-24,CUST6216,Rug,Home & Garden,North,2,98.79,197.59,2023,11,November,4,Friday
ORD01537,2023-07-30,CUST4708,Laptop,Electronics,South,8,588.96,4711.67,2023,7,July,3,Sunday
ORD01538,2022-10-22,CUST4428,Headphones,Electronics,South,9,834.38,7509.4,2022,10,October,4,Saturday
ORD01539,2023-04-28,CUST5883,Jeans,Clothing,East,8,84.46,675.68,2023,4,April,2,Friday
ORD01540,2022-08-06,CUST7019,Rug,Home & Garden,South,10,229.66,2296.56,2022,8,August,3,Saturday
ORD01541,2022-12-21,CUST4592,Laptop,Electronics,West,7,202.86,1420.0,2022,12,December,4,Wednesday
ORD01542,2023-09-21,CUST2073,Laptop,Electronics,East,9,407.91,3671.18,2023,9,September,3,Thursday
ORD01543,2022-11-18,CUST3914,Puzzle,Toys,West,8,58.52,468.13,2022,11,November,4,Friday
ORD01544,2022-04-23,CUST9909,Lamp,Home & Garden,South,10,148.32,1483.25,2022,4,April,2,Saturday
ORD01545,2023-06-03,CUST4720,Self-Help,Books,North,8,21.72,173.75,2023,6,June,2,Saturday
ORD01546,2023-03-28,CUST3397,Doll,Toys,South,7,68.11,476.79,2023,3,March,1,Tuesday
ORD01547,2023-08-24,CUST1791,Dumbbells,Sports,North,3,168.48,505.45,2023,8,August,3,Thursday
ORD01548,2023-07-28,CUST1257,Tennis Racket,Sports,North,2,88.95,177.9,2023,7,July,3,Friday
ORD01549,2023-11-30,CUST1508,Headphones,Electronics,North,4,324.78,1299.12,2023,11,November,4,Thursday
ORD01550,2022-07-13,CUST2415,Shoes,Clothing,West,10,104.69,1046.88,2022,7,July,3,Wednesday
ORD01551,2023-07-29,CUST3887,Tablet,Electronics,East,5,683.88,3419.38,2023,7,July,3,Saturday
ORD01552,2022-01-23,CUST8672,Action Figure,Toys,North,2,72.09,144.17,2022,1,January,1,Sunday
ORD01553,2022-03-22,CUST1610,Rug,Home & Garden,South,6,226.98,1361.86,2022,3,March,1,Tuesday
ORD01554,2023-03-23,CUST7171,Science Book,Books,South,3,20.1,60.31,2023,3,March,1,Thursday
ORD01555,2023-08-29,UNKNOWN,Smartphone,Electronics,East,8,1386.91,11095.3,2023,8,August,3,Tuesday
ORD01556,2022-11-02,CUST4937,Basketball,Sports,South,4,135.52,542.09,2022,11,November,4,Wednesday
ORD01557,2022-08-31,CUST2119,Shoes,Clothing,East,3,149.18,447.55,2022,8,August,3,Wednesday
ORD01558,2023-10-10,CUST2426,Smartphone,Electronics,West,5,932.4,4662.01,2023,10,October,4,Tuesday
ORD01559,2023-08-20,CUST9100,T-Shirt,Clothing,North,6,38.48,230.86,2023,8,August,3,Sunday
ORD01560,2023-03-25,CUST8680,Doll,Toys,West,6,93.9,563.38,2023,3,March,1,Saturday
ORD01561,2023-05-27,CUST7394,Dress,Clothing,West,7,125.85,880.92,2023,5,May,2,Saturday
ORD01562,2022-06-06,CUST3741,T-Shirt,Clothing,North,5,102.19,510.95,2022,6,June,2,Monday
ORD01563,2022-03-11,CUST1800,Puzzle,Toys,North,9,16.26,146.35,2022,3,March,1,Friday
ORD01564,2023-09-01,CUST3784,Puzzle,Toys,North,8,43.92,351.33,2023,9,September,3,Friday
ORD01565,2022-09-08,CUST1799,Cookbook,Books,North,10,16.69,166.94,2022,9,September,3,Thursday
ORD01566,2023-10-25,CUST8037,Self-Help,Books,North,8,29.04,232.29,2023,10,October,4,Wednesday
ORD01567,2023-07-23,CUST9401,Science Book,Books,North,5,29.01,145.03,2023,7,July,3,Sunday
ORD01568,2022-04-23,CUST2589,Smart Watch,Electronics,West,4,1243.83,4975.3,2022,4,April,2,Saturday
ORD01569,2022-01-12,CUST8445,Plant Pot,Home & Garden,South,8,183.72,1469.76,2022,1,January,1,Wednesday
ORD01570,2023-11-09,CUST9147,Puzzle,Toys,West,1,91.22,91.22,2023,11,November,4,Thursday
ORD01571,2022-01-09,CUST9677,Running Shoes,Sports,North,2,26.66,53.32,2022,1,January,1,Sunday
ORD01572,2023-05-13,CUST2411,Smart Watch,Electronics,East,6,1313.88,7883.27,2023,5,May,2,Saturday
ORD01573,2023-07-20,CUST3852,Basketball,Sports,North,5,156.4,781.98,2023,7,July,3,Thursday
ORD01574,2023-05-29,CUST9485,Tablet,Electronics,West,5,948.13,4740.65,2023,5,May,2,Monday
ORD01575,2023-07-05,CUST5936,Dumbbells,Sports,West,3,169.48,508.44,2023,7,July,3,Wednesday
ORD01576,2022-01-28,CUST9470,Board Game,Toys,West,9,75.41,678.67,2022,1,January,1,Friday
ORD01577,2022-06-10,CUST9516,Puzzle,Toys,North,1,65.75,65.75,2022,6,June,2,Friday
ORD01578,2022-05-01,UNKNOWN,Self-Help,Books,North,10,11.67,116.66,2022,5,May,2,Sunday
ORD01579,2022-03-23,CUST8912,Science Book,Books,South,10,30.05,300.5,2022,3,March,1,Wednesday
ORD01580,2023-11-29,CUST7697,T-Shirt,Clothing,South,7,143.74,1006.18,2023,11,November,4,Wednesday
ORD01581,2022-10-15,CUST4969,Self-Help,Books,North,3,35.8,107.41,2022,10,October,4,Saturday
ORD01582,2022-05-28,CUST6589,Headphones,Electronics,West,1,766.25,766.25,2022,5,May,2,Saturday
ORD01583,2022-03-25,CUST5285,LEGO Set,Toys,South,1,72.55,72.55,2022,3,March,1,Friday
ORD01584,2022-06-19,CUST8666,Tablet,Electronics,West,2,721.21,1442.43,2022,6,June,2,Sunday
ORD01585,2022-08-30,CUST2449,Headphones,Electronics,North,8,273.65,2189.23,2022,8,August,3,Tuesday
ORD01586,2022-06-20,CUST4061,Plant Pot,Home & Garden,West,4,144.04,576.14,2022,6,June,2,Monday
ORD01587,2023-05-22,CUST1700,Tennis Racket,Sports,East,7,149.54,1046.77,2023,5,May,2,Monday
ORD01588,2023-09-01,CUST8425,Chair,Home & Garden,East,4,266.75,1066.99,2023,9,September,3,Friday
ORD01589,2023-07-22,CUST2550,Chair,Home & Garden,East,2,172.22,344.43,2023,7,July,3,Saturday
ORD01590,2023-11-19,CUST3605,Yoga Mat,Sports,West,10,99.92,999.18,2023,11,November,4,Sunday
ORD01591,2023-12-18,CUST8224,Dress,Clothing,West,5,127.91,639.53,2023,12,December,4,Monday
ORD01592,2023-09-07,CUST1714,Cookbook,Books,North,6,31.93,191.59,2023,9,September,3,Thursday
ORD01593,2022-01-21,CUST5958,Smart Watch,Electronics,South,5,779.26,3896.29,2022,1,January,1,Friday
ORD01594,2023-04-01,CUST7158,Biography,Books,South,6,32.25,193.51,2023,4,April,2,Saturday
ORD01595,2023-07-06,CUST3272,Headphones,Electronics,East,7,775.53,5428.72,2023,7,July,3,Thursday
ORD01596,2022-05-03,CUST6534,Smartphone,Electronics,North,10,809.01,8090.1,2022,5,May,2,Tuesday
ORD01597,2023-02-16,CUST5517,Action Figure,Toys,South,9,84.59,761.31,2023,2,February,1,Thursday
ORD01598,2022-10-11,CUST1686,Science Book,Books,West,4,26.43,105.7,2022,10,October,4,Tuesday
ORD01599,2023-10-21,CUST4406,T-Shirt,Clothing,North,10,32.57,325.72,2023,10,October,4,Saturday
ORD01600,2022-01-20,CUST1270,Puzzle,Toys,North,1,53.61,53.61,2022,1,January,1,Thursday
ORD01601,2023-08-12,CUST9021,LEGO Set,Toys,West,7,99.94,699.55,2023,8,August,3,Saturday
ORD01602,2022-12-14,CUST5722,Plant Pot,Home & Garden,West,8,133.1,1064.81,2022,12,December,4,Wednesday
ORD01603,2023-12-11,CUST8794,Headphones,Electronics,East,9,1142.51,10282.57,2023,12,December,4,Monday
ORD01604,2022-06-03,CUST3388,Cookbook,Books,West,10,49.93,499.29,2022,6,June,2,Friday
ORD01605,2023-11-11,CUST7267,Smartphone,Electronics,South,5,1481.65,7408.26,2023,11,November,4,Saturday
ORD01606,2022-10-07,CUST2996,Running Shoes,Sports,East,2,74.73,149.46,2022,10,October,4,Friday
ORD01607,2022-01-07,CUST6713,Jeans,Clothing,West,2,42.69,85.37,2022,1,January,1,Friday
ORD01608,2022-02-06,CUST2594,Laptop,Electronics,North,8,467.18,3737.41,2022,2,February,1,Sunday
ORD01609,2023-12-07,CUST4379,Fiction Novel,Books,West,8,39.13,313.03,2023,12,December,4,Thursday
ORD01610,2022-03-20,CUST2019,Puzzle,Toys,East,1,82.99,82.99,2022,3,March,1,Sunday
ORD01611,2022-11-05,CUST7989,Jeans,Clothing,South,10,98.57,985.7,2022,11,November,4,Saturday
ORD01612,2022-08-03,CUST8420,Science Book,Books,South,9,12.26,110.33,2022,8,August,3,Wednesday
ORD01613,2023-09-25,CUST5610,Action Figure,Toys,North,7,50.84,355.91,2023,9,September,3,Monday
ORD01614,2023-11-03,CUST9551,Shoes,Clothing,West,9,117.26,1055.3,2023,11,November,4,Friday
ORD01615,2023-07-06,CUST6671,Jacket,Clothing,North,5,99.17,495.85,2023,7,July,3,Thursday
ORD01616,2022-10-01,CUST4635,Lamp,Home & Garden,East,4,90.3,361.21,2022,10,October,4,Saturday
ORD01617,2022-02-21,CUST2909,Self-Help,Books,West,6,11.97,71.79,2022,2,February,1,Monday
ORD01618,2023-10-25,CUST1073,Running Shoes,Sports,East,7,75.79,530.55,2023,10,October,4,Wednesday
ORD01619,2022-07-02,CUST3000,Rug,Home & Garden,South,10,172.15,1721.49,2022,7,July,3,Saturday
ORD01620,2023-06-01,CUST7865,Jeans,Clothing,South,2,84.66,169.33,2023,6,June,2,Thursday
ORD01621,2023-03-07,CUST2732,Self-Help,Books,South,6,18.91,113.43,2023,3,March,1,Tuesday
ORD01622,2023-10-28,CUST7966,Puzzle,Toys,North,2,99.62,199.24,2023,10,October,4,Saturday
ORD01623,2022-01-27,CUST3404,Chair,Home & Garden,West,10,272.92,2729.17,2022,1,January,1,Thursday
ORD01624,2022-02-09,CUST9009,LEGO Set,Toys,East,9,40.16,361.46,2022,2,February,1,Wednesday
ORD01625,2023-09-05,CUST5648,Smartphone,Electronics,West,4,556.6,2226.42,2023,9,September,3,Tuesday
ORD01626,2022-05-20,CUST9069,Doll,Toys,South,7,91.88,643.19,2022,5,May,2,Friday
ORD01627,2023-06-27,CUST5167,Jacket,Clothing,West,5,55.06,275.32,2023,6,June,2,Tuesday
ORD01628,2023-04-14,CUST3371,Plant Pot,Home & Garden,North,7,254.67,1782.66,2023,4,April,2,Friday
ORD01629,2023-10-22,CUST4958,Biography,Books,East,3,33.38,100.14,2023,10,October,4,Sunday
ORD01630,2023-11-17,CUST5169,Jacket,Clothing,East,4,95.3,381.18,2023,11,November,4,Friday
ORD01631,2023-03-08,CUST9801,Headphones,Electronics,East,2,1050.98,2101.96,2023,3,March,1,Wednesday
ORD01632,2023-08-29,CUST7054,Science Book,Books,West,4,28.72,114.86,2023,8,August,3,Tuesday
ORD01633,2022-12-22,CUST8292,Running Shoes,Sports,North,4,167.36,669.44,2022,12,December,4,Thursday
ORD01634,2022-03-07,CUST4042,Basketball,Sports,North,8,85.7,685.58,2022,3,March,1,Monday
ORD01635,2022-09-02,CUST6676,Jeans,Clothing,East,4,116.78,467.13,2022,9,September,3,Friday
ORD01636,2023-09-24,CUST9819,Dress,Clothing,West,2,139.55,279.1,2023,9,September,3,Sunday
ORD01637,2022-10-06,CUST9049,Jeans,Clothing,West,5,95.78,478.9,2022,10,October,4,Thursday
ORD01638,2023-06-19,CUST7044,Board Game,Toys,West,4,92.04,368.15,2023,6,June,2,Monday
ORD01639,2023-11-16,CUST1187,Fiction Novel,Books,East,6,47.37,284.23,2023,11,November,4,Thursday
ORD01640,2022-01-02,CUST8652,Yoga Mat,Sports,West,2,59.69,119.39,2022,1,January,1,Sunday
ORD01641,2023-09-10,CUST1689,T-Shirt,Clothing,North,6,32.8,196.78,2023,9,September,3,Sunday
ORD01642,2023-11-10,CUST6217,Dress,Clothing,South,7,81.92,573.46,2023,11,November,4,Friday
ORD01643,2022-11-17,CUST5605,Lamp,Home & Garden,North,9,130.94,1178.44,2022,11,November,4,Thursday
ORD01644,2022-01-09,CUST2644,Smartphone,Electronics,West,2,217.23,434.46,2022,1,January,1,Sunday
ORD01645,2022-09-25,CUST4575,Science Book,Books,North,7,17.46,122.24,2022,9,September,3,Sunday
ORD01646,2023-07-12,CUST2467,Dumbbells,Sports,South,10,176.81,1768.11,2023,7,July,3,Wednesday
ORD01647,2022-04-16,CUST7155,Tablet,Electronics,West,1,627.18,627.18,2022,4,April,2,Saturday
ORD01648,2023-09-10,CUST4678,Tennis Racket,Sports,East,4,59.64,238.55,2023,9,September,3,Sunday
ORD01649,2022-07-19,CUST6552,Chair,Home & Garden,East,2,224.61,449.23,2022,7,July,3,Tuesday
ORD01650,2023-07-25,CUST4887,Headphones,Electronics,South,6,1241.15,7446.89,2023,7,July,3,Tuesday
ORD01651,2022-08-02,CUST1866,Cookbook,Books,South,2,29.34,58.67,2022,8,August,3,Tuesday
ORD01652,2023-12-01,CUST1277,Doll,Toys,South,3,32.71,98.13,2023,12,December,4,Friday
ORD01653,2022-06-09,CUST8141,Board Game,Toys,West,7,47.18,330.26,2022,6,June,2,Thursday
ORD01654,2022-03-07,CUST6831,Science Book,Books,East,2,26.3,52.6,2022,3,March,1,Monday
ORD01655,2023-03-15,CUST3787,Rug,Home & Garden,East,10,168.11,1681.05,2023,3,March,1,Wednesday
ORD01656,2022-03-29,CUST3406,Shoes,Clothing,East,4,72.0,287.99,2022,3,March,1,Tuesday
ORD01657,2022-08-07,CUST4454,Cookbook,Books,East,5,37.55,187.74,2022,8,August,3,Sunday
ORD01658,2023-01-01,CUST6997,Plant Pot,Home & Garden,North,8,138.25,1105.96,2023,1,January,1,Sunday
ORD01659,2022-03-21,CUST9958,Smartphone,Electronics,South,9,480.21,4321.88,2022,3,March,1,Monday
ORD01660,2023-11-21,UNKNOWN,Headphones,Electronics,West,8,368.43,2947.47,2023,11,November,4,Tuesday
ORD01661,2022-03-11,CUST3014,Smart Watch,Electronics,South,1,587.4,587.4,2022,3,March,1,Friday
ORD01662,2023-05-05,CUST6126,Yoga Mat,Sports,West,1,180.6,180.6,2023,5,May,2,Friday
ORD01663,2022-09-23,CUST3871,Mirror,Home & Garden,North,7,218.53,1529.71,2022,9,September,3,Friday
ORD01664,2023-02-08,CUST2253,Self-Help,Books,North,2,17.6,35.19,2023,2,February,1,Wednesday
ORD01665,2022-09-22,CUST4282,Rug,Home & Garden,West,5,176.61,883.07,2022,9,September,3,Thursday
ORD01666,2023-01-21,CUST6361,Puzzle,Toys,West,8,76.55,612.38,2023,1,January,1,Saturday
ORD01667,2023-05-08,CUST7796,Self-Help,Books,East,7,48.79,341.53,2023,5,May,2,Monday
ORD01668,2023-10-08,CUST3676,Yoga Mat,Sports,West,9,189.95,1709.52,2023,10,October,4,Sunday
ORD01669,2022-12-08,CUST2210,Smart Watch,Electronics,East,10,641.64,6416.38,2022,12,December,4,Thursday
ORD01670,2023-12-15,CUST6146,Headphones,Electronics,West,2,1338.97,2677.93,2023,12,December,4,Friday
ORD01671,2023-07-26,CUST8453,Self-Help,Books,South,4,42.48,169.91,2023,7,July,3,Wednesday
ORD01672,2023-04-25,CUST5195,Running Shoes,Sports,South,9,178.95,1610.56,2023,4,April,2,Tuesday
ORD01673,2022-10-04,CUST5158,Dress,Clothing,East,2,131.92,263.84,2022,10,October,4,Tuesday
ORD01674,2022-11-20,CUST5236,Smartphone,Electronics,West,3,606.83,1820.48,2022,11,November,4,Sunday
ORD01675,2023-12-31,CUST3803,Plant Pot,Home & Garden,West,5,252.7,1263.51,2023,12,December,4,Sunday
ORD01676,2023-08-29,CUST9352,Laptop,Electronics,North,5,911.76,4558.82,2023,8,August,3,Tuesday
ORD01677,2022-08-17,CUST4664,Doll,Toys,North,2,48.1,96.2,2022,8,August,3,Wednesday
ORD01678,2022-06-05,CUST1567,Chair,Home & Garden,West,3,51.08,153.24,2022,6,June,2,Sunday
ORD01679,2022-07-09,CUST7985,Smartphone,Electronics,North,10,1096.3,10963.02,2022,7,July,3,Saturday
ORD01680,2023-10-17,CUST8394,T-Shirt,Clothing,South,2,104.06,208.11,2023,10,October,4,Tuesday
ORD01681,2022-03-25,CUST7551,Dress,Clothing,East,9,35.86,322.71,2022,3,March,1,Friday
ORD01682,2023-12-05,CUST4618,Science Book,Books,South,8,18.71,149.69,2023,12,December,4,Tuesday
ORD01683,2022-09-22,CUST3756,Tablet,Electronics,South,9,717.75,6459.76,2022,9,September,3,Thursday
ORD01684,2022-10-24,CUST3377,Science Book,Books,North,8,21.9,175.19,2022,10,October,4,Monday
ORD01685,2022-10-12,CUST2216,T-Shirt,Clothing,South,6,96.36,578.16,2022,10,October,4,Wednesday
ORD01686,2023-08-19,CUST1203,Smartphone,Electronics,South,8,671.5,5371.98,2023,8,August,3,Saturday
ORD01687,2022-02-07,CUST1533,Doll,Toys,West,10,15.23,152.34,2022,2,February,1,Monday
ORD01688,2022-10-09,CUST8713,Shoes,Clothing,South,7,36.75,257.27,2022,10,October,4,Sunday
ORD01689,2022-04-09,CUST2078,Cookbook,Books,South,4,37.64,150.58,2022,4,April,2,Saturday
ORD01690,2023-04-17,CUST6532,Cookbook,Books,East,3,39.4,118.2,2023,4,April,2,Monday
ORD01691,2023-08-03,CUST2739,Doll,Toys,South,7,24.11,168.78,2023,8,August,3,Thursday
ORD01692,2023-07-15,CUST5927,Dress,Clothing,East,10,56.25,562.46,2023,7,July,3,Saturday
ORD01693,2022-10-31,CUST5644,Basketball,Sports,West,6,93.59,561.56,2022,10,October,4,Monday
ORD01694,2022-11-09,CUST2947,Jeans,Clothing,East,7,55.48,388.39,2022,11,November,4,Wednesday
ORD01695,2023-05-30,CUST3113,Headphones,Electronics,East,2,681.73,1363.47,2023,5,May,2,Tuesday
ORD01696,2022-04-05,CUST5543,Self-Help,Books,East,2,40.44,80.89,2022,4,April,2,Tuesday
ORD01697,2023-05-01,CUST8841,Action Figure,Toys,South,1,45.31,45.31,2023,5,May,2,Monday
ORD01698,2022-08-30,CUST7541,Jacket,Clothing,East,2,147.28,294.56,2022,8,August,3,Tuesday
ORD01699,2023-10-21,CUST1530,Cookbook,Books,North,8,11.26,90.12,2023,10,October,4,Saturday
ORD01700,2023-07-23,CUST6400,Dumbbells,Sports,South,7,77.64,543.46,2023,7,July,3,Sunday
ORD01701,2022-10-11,CUST2626,Lamp,Home & Garden,East,4,181.3,725.21,2022,10,October,4,Tuesday
ORD01702,2023-03-22,CUST7232,Smart Watch,Electronics,North,7,948.66,6640.59,2023,3,March,1,Wednesday
ORD01703,2022-03-14,CUST1077,Doll,Toys,East,3,16.76,50.29,2022,3,March,1,Monday
ORD01704,2023-04-20,CUST3773,Headphones,Electronics,East,5,1075.17,5375.87,2023,4,April,2,Thursday
ORD01705,2022-08-04,CUST9871,Shoes,Clothing,East,7,136.24,953.66,2022,8,August,3,Thursday
ORD01706,2023-04-04,CUST1681,Chair,Home & Garden,East,7,228.86,1602.04,2023,4,April,2,Tuesday
ORD01707,2022-03-18,CUST1830,Laptop,Electronics,South,10,1089.9,10898.97,2022,3,March,1,Friday
ORD01708,2023-07-07,CUST5646,Headphones,Electronics,North,9,1017.45,9157.07,2023,7,July,3,Friday
ORD01709,2022-10-03,CUST3703,Dress,Clothing,East,5,102.14,510.71,2022,10,October,4,Monday
ORD01710,2023-05-12,CUST3990,Fiction Novel,Books,South,8,44.14,353.12,2023,5,May,2,Friday
ORD01711,2023-02-19,CUST4060,Tennis Racket,Sports,North,6,175.42,1052.52,2023,2,February,1,Sunday
ORD01712,2022-07-06,CUST6842,Board Game,Toys,East,6,19.63,117.77,2022,7,July,3,Wednesday
ORD01713,2022-01-27,CUST8902,T-Shirt,Clothing,East,10,105.9,1059.02,2022,1,January,1,Thursday
ORD01714,2022-11-27,CUST5435,Laptop,Electronics,North,6,727.03,4362.18,2022,11,November,4,Sunday
ORD01715,2022-03-20,CUST3378,T-Shirt,Clothing,West,8,130.59,1044.71,2022,3,March,1,Sunday
ORD01716,2023-04-04,CUST4076,Lamp,Home & Garden,East,2,193.97,387.94,2023,4,April,2,Tuesday
ORD01717,2023-12-02,CUST5419,Science Book,Books,West,5,20.16,100.81,2023,12,December,4,Saturday
ORD01718,2022-10-08,CUST5934,Dumbbells,Sports,South,8,65.56,524.45,2022,10,October,4,Saturday
ORD01719,2022-09-05,CUST7501,Biography,Books,West,10,26.53,265.31,2022,9,September,3,Monday
ORD01720,2023-07-07,CUST8522,Cookbook,Books,East,1,13.15,13.15,2023,7,July,3,Friday
ORD01721,2022-03-02,CUST6444,Dress,Clothing,West,3,124.38,373.15,2022,3,March,1,Wednesday
ORD01722,2023-12-25,CUST7539,Headphones,Electronics,West,2,739.4,1478.8,2023,12,December,4,Monday
ORD01723,2023-09-17,CUST3210,Shoes,Clothing,West,2,22.22,44.44,2023,9,September,3,Sunday
ORD01724,2023-08-23,CUST5025,Mirror,Home & Garden,North,8,124.4,995.16,2023,8,August,3,Wednesday
