Order_ID,Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Revenue
ORD00670,2023-05-19,CUST5005,Smart Watch,Electronics,East,3,646.27,1938.8
ORD00671,2023-01-13,CUST5691,LEGO Set,Toys,South,4,21.26,85.05
ORD00672,2022-06-17,CUST5849,Biography,Books,South,7,40.53,283.74
ORD00673,2023-12-09,CUST5828,Yoga Mat,Sports,East,9,107.7,969.27
ORD00674,2022-02-21,CUST6522,Yoga Mat,Sports,North,10,196.95,1969.48
ORD00675,2022-07-16,CUST6035,Cookbook,Books,West,5,25.24,126.2
ORD00676,2022-12-28,CUST3124,Action Figure,Toys,South,1,18.46,18.46
ORD00677,2022-06-29,CUST8371,Puzzle,Toys,East,4,21.81,87.25
ORD00678,2022-08-22,CUST7509,Fiction Novel,Books,North,1,35.37,35.37
ORD00679,2023-05-12,CUST5248,Self-Help,Books,East,2,40.49,80.98
ORD00680,2022-06-03,CUST4803,Plant Pot,Home & Garden,North,3,227.78,683.34
ORD00681,2022-09-09,CUST5631,Tablet,Electronics,North,3,699.68,2099.04
ORD00682,2023-02-08,CUST6496,Running Shoes,Sports,South,8,111.16,889.27
ORD00683,2022-09-05,CUST3111,Tennis Racket,Sports,East,3,150.17,450.51
ORD00684,2022-11-07,CUST7527,Self-Help,Books,North,3,10.21,30.63
ORD00685,2023-03-07,CUST6716,Dress,Clothing,East,5,137.65,688.27
ORD00686,2022-11-10,CUST2368,Smart Watch,Electronics,North,6,1403.71,8422.26
ORD00687,2022-01-24,CUST1010,Self-Help,Books,West,5,38.92,194.59
ORD00688,2022-02-02,CUST6286,Tablet,Electronics,East,8,214.91,1719.28
ORD00689,2023-05-22,CUST7007,Shoes,Clothing,North,8,113.62,908.96
ORD00690,2023-10-25,CUST4715,Rug,Home & Garden,North,10,178.59,1785.89
ORD00691,2023-06-27,CUST5784,Plant Pot,Home & Garden,South,10,279.22,2792.19
ORD00692,2022-03-21,CUST8950,Shoes,Clothing,North,5,24.11,120.53
ORD00693,2023-05-06,CUST2221,Chair,Home & Garden,West,1,74.75,74.75
ORD00694,2022-02-17,CUST9856,T-Shirt,Clothing,West,2,61.36,122.73
ORD00695,2023-08-25,CUST9780,Dumbbells,Sports,West,7,193.82,1356.76
ORD00696,2023-05-17,CUST4235,Doll,Toys,East,5,96.56,482.82
ORD00697,2023-08-30,CUST1056,Science Book,Books,East,5,36.83,184.13
ORD00698,2023-01-30,CUST1877,Tennis Racket,Sports,South,6,142.69,856.11
ORD00699,2022-01-31,CUST3329,Lamp,Home & Garden,South,1,149.59,149.59
ORD00700,2023-08-10,CUST8900,Board Game,Toys,North,4,79.38,317.53
ORD00701,2022-08-22,CUST8095,Dress,Clothing,North,7,34.55,241.88
ORD00702,2022-03-30,CUST1026,Chair,Home & Garden,North,9,284.4,2559.57
ORD00703,2022-04-20,CUST2965,Tennis Racket,Sports,North,3,167.94,503.82
ORD00704,2023-05-12,CUST4850,Biography,Books,North,2,25.0,50.0
ORD00705,2022-10-20,CUST9541,Headphones,Electronics,East,5,1367.97,6839.85
ORD00706,2023-02-13,CUST1161,Doll,Toys,West,6,99.48,596.9
ORD00707,2022-04-06,CUST3127,Running Shoes,Sports,East,9,123.11,1108.01
ORD00708,2023-07-28,CUST9542,Tablet,Electronics,West,4,1354.88,5419.52
ORD00709,2023-02-17,CUST5787,Action Figure,Toys,East,5,82.89,414.44
ORD00710,2022-07-09,CUST2863,Laptop,Electronics,East,4,1456.41,5825.65
ORD00711,2022-02-03,CUST1504,Laptop,Electronics,East,6,1380.07,8280.43
ORD00712,2023-03-06,CUST3780,Fiction Novel,Books,North,2,33.88,67.75
ORD00713,2022-12-30,CUST1554,Board Game,Toys,South,9,26.2,235.81
ORD00714,2022-07-07,CUST4101,Fiction Novel,Books,East,8,24.7,197.57
ORD00715,2022-12-26,CUST4826,Dress,Clothing,North,7,44.36,310.52
ORD00716,2022-01-11,CUST8902,Cookbook,Books,South,5,11.89,59.43
ORD00717,2022-08-21,CUST9496,Tennis Racket,Sports,South,6,77.79,466.76
ORD00718,2022-08-06,CUST9541,Action Figure,Toys,North,8,72.25,577.97
ORD00719,2022-10-13,CUST7331,Dress,Clothing,East,9,76.28,686.54
ORD00720,2023-03-12,CUST1197,Self-Help,Books,West,6,31.53,189.16
ORD00721,2023-02-17,CUST8444,Puzzle,Toys,East,2,92.06,184.13
ORD00722,2023-12-29,CUST6793,T-Shirt,Clothing,North,7,112.88,790.17
ORD00723,2023-12-31,CUST6155,Running Shoes,Sports,South,10,148.77,1487.73
ORD00724,2023-05-03,CUST7703,Cookbook,Books,North,5,15.2,76.02
ORD00725,2022-11-25,CUST7364,Jacket,Clothing,North,3,26.71,80.14
ORD00726,2022-04-14,CUST6265,Laptop,Electronics,South,7,375.82,2630.72
ORD00727,2022-03-19,CUST4348,LEGO Set,Toys,East,2,91.08,182.17
ORD00728,2023-09-15,CUST2192,Basketball,Sports,North,2,50.8,101.6
ORD00729,2022-12-24,CUST5461,Fiction Novel,Books,East,5,14.04,70.18
ORD00730,2023-10-31,CUST4171,Mirror,Home & Garden,South,5,182.28,911.41
ORD00731,2022-07-03,CUST8384,Basketball,Sports,North,10,172.03,1720.32
ORD00732,2022-11-09,CUST4245,Headphones,Electronics,East,7,555.79,3890.5
ORD00733,2023-11-19,CUST9595,Headphones,Electronics,East,9,1274.35,11469.12
ORD00734,2023-03-23,CUST8846,Tablet,Electronics,West,8,937.02,7496.14
ORD00735,2022-06-19,CUST2064,Dumbbells,Sports,East,1,170.26,170.26
ORD00736,2022-03-06,CUST6208,Shoes,Clothing,West,6,140.02,840.1
ORD00737,2023-05-13,CUST9943,Tablet,Electronics,South,4,557.8,2231.18
ORD00738,2023-06-21,CUST1615,Smart Watch,Electronics,West,10,217.7,2177.04
ORD00739,2023-04-09,CUST1849,LEGO Set,Toys,East,1,66.63,66.63
ORD00740,2022-11-16,CUST4726,Tennis Racket,Sports,East,1,25.54,25.54
ORD00741,2022-07-16,CUST2392,Smart Watch,Electronics,West,2,1209.71,2419.43
ORD00742,2022-08-06,CUST8374,Tablet,Electronics,East,10,1066.37,10663.73
ORD00743,2022-10-17,CUST3777,Biography,Books,South,6,35.6,213.6
ORD00744,2022-02-10,CUST6724,Chair,Home & Garden,North,2,37.14,74.28
ORD00745,2022-02-17,CUST4590,Biography,Books,East,2,43.38,86.76
ORD00746,2022-07-30,CUST7968,Mirror,Home & Garden,North,8,183.21,1465.71
ORD00747,2022-07-26,CUST6903,Dumbbells,Sports,South,1,135.7,135.7
ORD00748,2023-06-29,CUST8736,Headphones,Electronics,East,8,386.91,3095.25
ORD00749,2022-11-20,CUST7468,Smartphone,Electronics,East,2,659.93,1319.87
ORD00750,2023-02-08,CUST7534,Dumbbells,Sports,South,3,70.15,210.46
ORD00751,2023-07-11,CUST4515,Tablet,Electronics,South,2,607.07,1214.14
ORD00752,2023-02-13,CUST1212,Board Game,Toys,West,1,53.87,53.87
ORD00753,2022-11-28,CUST2644,Chair,Home & Garden,South,7,31.55,220.83
ORD00754,2023-03-19,CUST9962,Chair,Home & Garden,North,10,130.99,1309.94
ORD00755,2023-03-13,CUST8987,Running Shoes,Sports,North,6,47.29,283.75
ORD00756,2022-10-26,,Smartphone,Electronics,North,2,854.67,1709.34
ORD00757,2023-09-15,CUST4006,Smartphone,Electronics,West,9,344.18,3097.64
ORD00758,2022-02-23,CUST4610,Plant Pot,Home & Garden,East,3,163.29,489.87
ORD00759,2022-10-01,CUST2834,Cookbook,Books,South,4,32.14,128.55
ORD00760,2023-09-14,CUST1471,Plant Pot,Home & Garden,South,10,166.44,1664.36
ORD00761,2022-11-15,CUST9317,Cookbook,Books,South,10,22.31,223.07
ORD00762,2022-11-19,CUST9975,Mirror,Home & Garden,South,1,68.1,68.1
ORD00763,2022-09-07,CUST4941,Mirror,Home & Garden,North,4,179.94,719.76
ORD00764,2023-10-07,CUST6518,Self-Help,Books,East,9,36.49,328.42
ORD00765,2022-07-26,CUST7302,Smart Watch,Electronics,South,8,707.64,5661.09
ORD00766,2023-12-31,CUST6563,Board Game,Toys,South,9,77.07,693.59
ORD00767,2022-08-20,CUST2565,Science Book,Books,East,8,34.16,273.26
ORD00768,2023-08-06,CUST1817,Dumbbells,Sports,East,1,188.43,188.43
ORD00769,2022-09-08,CUST7204,Running Shoes,Sports,West,1,120.9,120.9
ORD00770,2022-03-30,CUST2107,Lamp,Home & Garden,East,2,205.46,410.92
ORD00771,2023-02-18,CUST5137,Jacket,Clothing,North,5,30.74,153.71
ORD00772,2022-09-04,,Basketball,Sports,South,10,43.81,438.15
ORD00773,2022-03-03,CUST4558,T-Shirt,Clothing,South,3,59.34,178.03
ORD00774,2023-04-12,CUST9125,Chair,Home & Garden,North,8,186.5,1491.99
ORD00775,2023-11-30,CUST9577,LEGO Set,Toys,North,4,95.14,380.57
ORD00776,2022-10-31,CUST4623,Smart Watch,Electronics,South,5,1142.85,5714.24
ORD00777,2023-05-28,CUST9577,Lamp,Home & Garden,East,10,153.07,1530.68
ORD00778,2022-04-27,CUST8832,LEGO Set,Toys,North,7,21.39,149.76
ORD00779,2023-11-29,CUST6889,Chair,Home & Garden,North,5,122.85,614.24
ORD00780,2023-03-19,CUST7769,Plant Pot,Home & Garden,North,5,165.86,829.32
ORD00781,2023-05-23,CUST9540,Action Figure,Toys,East,5,18.45,92.25
ORD00782,2022-01-16,CUST5674,Science Book,Books,South,2,40.02,80.04
ORD00783,2022-12-08,CUST3214,Yoga Mat,Sports,East,8,79.79,638.33
ORD00784,2022-04-08,CUST3130,Smart Watch,Electronics,North,4,669.3,2677.18
ORD00785,2023-04-29,CUST6700,Headphones,Electronics,West,7,659.84,4618.9
ORD00786,2023-10-31,CUST9868,Plant Pot,Home & Garden,North,9,118.15,1063.36
ORD00787,2023-10-28,CUST7981,Plant Pot,Home & Garden,South,1,228.5,228.5
ORD00788,2023-10-04,CUST2090,Smart Watch,Electronics,West,7,345.99,2421.95
ORD00789,2023-03-21,CUST5201,Biography,Books,North,10,31.59,315.9
ORD00790,2023-07-29,CUST7703,Tablet,Electronics,North,8,1490.46,11923.65
ORD00791,2023-02-01,CUST6850,Doll,Toys,South,4,43.03,172.1
ORD00792,2022-09-07,CUST8204,Shoes,Clothing,East,1,72.88,72.88
ORD00793,2023-04-05,CUST7052,Lamp,Home & Garden,North,5,121.21,606.04
ORD00794,2023-01-30,CUST2482,Chair,Home & Garden,East,2,222.04,444.08
ORD00795,2022-08-22,CUST3745,Jacket,Clothing,East,6,144.97,869.79
ORD00796,2023-02-23,CUST8653,Jacket,Clothing,South,3,103.73,311.18
ORD00797,2022-07-21,CUST8446,Plant Pot,Home & Garden,South,6,127.47,764.83
ORD00798,2023-04-23,CUST6464,Action Figure,Toys,North,5,43.79,218.93
ORD00799,2022-01-02,CUST9450,Plant Pot,Home & Garden,West,10,105.69,1056.89
ORD00800,2022-04-11,CUST7551,Science Book,Books,South,10,48.4,484.02
ORD00801,2022-12-13,CUST7570,T-Shirt,Clothing,East,5,78.37,391.84
ORD00802,2022-08-03,CUST3009,Jeans,Clothing,East,9,105.34,948.04
ORD00803,2023-02-18,CUST8966,Yoga Mat,Sports,North,8,127.95,1023.59
ORD00804,2022-06-19,CUST4131,LEGO Set,Toys,East,4,73.67,294.69
ORD00805,2022-04-06,CUST1168,Action Figure,Toys,West,8,22.39,179.09
ORD00806,2023-05-14,CUST2551,Lamp,Home & Garden,South,4,299.04,1196.15
ORD00807,2023-06-28,CUST2036,Lamp,Home & Garden,North,2,53.88,107.76
ORD00808,2023-07-27,CUST2432,Lamp,Home & Garden,West,9,84.32,758.84
ORD00809,2023-12-08,CUST8874,Action Figure,Toys,West,1,97.62,97.62
ORD00810,2023-07-25,CUST4122,Running Shoes,Sports,East,4,146.6,586.41
ORD00811,2023-11-25,CUST5729,Chair,Home & Garden,East,9,175.65,1580.81
ORD00812,2022-01-20,CUST7159,Action Figure,Toys,North,9,99.31,893.78
ORD00813,2023-02-10,CUST6335,Running Shoes,Sports,South,6,196.2,1177.21
ORD00814,2023-10-17,CUST3170,Jeans,Clothing,North,8,134.31,1074.49
ORD00815,2023-05-23,CUST3231,Tennis Racket,Sports,East,7,54.58,382.07
ORD00816,2023-11-21,CUST9791,LEGO Set,Toys,East,6,44.37,266.24
ORD00817,2022-11-17,CUST9813,Lamp,Home & Garden,West,8,290.17,2321.36
ORD00818,2022-09-03,CUST9972,Running Shoes,Sports,South,1,125.09,125.09
ORD00819,2023-08-02,CUST4804,Plant Pot,Home & Garden,East,7,182.66,1278.62
ORD00820,2022-05-27,CUST2964,Cookbook,Books,West,2,35.4,70.81
ORD00821,2022-08-20,CUST5234,Headphones,Electronics,North,10,638.63,6386.26
ORD00822,2022-07-02,,Chair,Home & Garden,North,4,213.48,853.91
ORD00823,2023-12-19,CUST4150,Yoga Mat,Sports,East,8,153.31,1226.48
ORD00824,2023-04-09,CUST5695,Cookbook,Books,East,9,25.29,227.6
ORD00825,2022-05-22,CUST2405,Board Game,Toys,East,8,15.98,127.88
ORD00826,2022-07-25,CUST9973,Tablet,Electronics,North,7,704.74,4933.18
ORD00827,2022-03-15,CUST9966,T-Shirt,Clothing,West,6,104.58,627.47
ORD00828,2022-07-09,CUST2355,Headphones,Electronics,South,8,784.25,6274.0
ORD00829,2022-05-21,CUST7424,Dumbbells,Sports,South,3,71.29,213.87
ORD00830,2023-12-31,CUST1832,Chair,Home & Garden,East,2,49.74,99.47
ORD00831,2022-02-27,CUST6690,Mirror,Home & Garden,West,9,126.3,1136.7
ORD00832,2023-02-12,CUST1958,Cookbook,Books,South,3,32.08,96.25
ORD00833,2022-11-17,CUST6332,Smart Watch,Electronics,North,8,286.64,2293.15
ORD00834,2022-10-03,CUST2621,Running Shoes,Sports,West,1,143.83,143.83
ORD00835,2023-02-28,CUST6871,Yoga Mat,Sports,West,6,145.22,871.31
ORD00836,2022-09-15,CUST8909,Tablet,Electronics,West,5,826.56,4132.79
ORD00837,2023-03-24,CUST3329,Plant Pot,Home & Garden,West,6,268.29,1609.77
ORD00838,2023-09-29,CUST7852,Smartphone,Electronics,West,8,612.32,4898.56
ORD00839,2023-12-10,,Action Figure,Toys,East,6,34.43,206.61
ORD00840,2023-09-26,CUST3254,T-Shirt,Clothing,West,1,22.97,22.97
ORD00841,2022-09-29,CUST1173,Cookbook,Books,West,10,33.94,339.4
ORD00842,2023-06-28,CUST8367,Yoga Mat,Sports,West,9,33.93,305.38
ORD00843,2022-07-04,CUST5277,Action Figure,Toys,North,6,68.7,412.2
ORD00844,2023-04-01,CUST4052,Tablet,Electronics,South,10,613.16,6131.6
ORD00845,2022-02-24,CUST3898,Tennis Racket,Sports,South,5,146.39,731.95
ORD00846,2022-02-07,CUST2249,Yoga Mat,Sports,North,7,184.55,1291.83
ORD00847,2023-07-07,CUST6377,Smartphone,Electronics,East,1,435.75,435.75
ORD00848,2023-03-11,CUST8231,Basketball,Sports,South,5,199.83,999.15
ORD00849,2022-02-26,CUST3953,Shoes,Clothing,West,5,127.6,638.01
ORD00850,2023-02-16,CUST7659,Smartphone,Electronics,East,8,609.26,4874.11
ORD00851,2023-07-19,CUST2313,Laptop,Electronics,West,7,831.23,5818.58
ORD00852,2023-06-20,CUST3443,Tablet,Electronics,North,7,1148.14,8037.0
ORD00853,2023-11-30,CUST7999,Plant Pot,Home & Garden,East,2,101.69,203.37
ORD00854,2022-01-26,CUST4704,LEGO Set,Toys,West,5,40.54,202.69
ORD00855,2022-07-10,CUST8328,Chair,Home & Garden,West,10,133.9,1339.0
ORD00856,2022-02-08,CUST2108,Smart Watch,Electronics,West,1,1158.88,1158.88
ORD00857,2022-08-04,CUST2464,Fiction Novel,Books,East,4,29.5,117.99
ORD00858,2022-02-23,CUST3062,Puzzle,Toys,East,8,34.09,272.73
ORD00859,2022-02-11,CUST3409,Self-Help,Books,South,1,45.9,45.9
ORD00860,2023-08-09,CUST8989,Mirror,Home & Garden,North,8,212.84,1702.71
ORD00861,2023-06-23,CUST4278,Laptop,Electronics,West,6,829.56,4977.38
ORD00862,2023-01-15,CUST8043,Chair,Home & Garden,South,3,209.78,629.35
ORD00863,2023-02-05,CUST6217,Tennis Racket,Sports,West,2,125.75,251.5
ORD00864,2023-01-13,CUST2693,Rug,Home & Garden,South,6,215.11,1290.67
ORD00865,2023-10-03,,Tennis Racket,Sports,South,9,98.4,885.56
ORD00866,2022-06-02,CUST9545,Doll,Toys,North,7,86.87,608.08
ORD00867,2022-04-03,CUST1926,Dress,Clothing,South,7,45.08,315.53
ORD00868,2022-05-19,CUST8922,Smart Watch,Electronics,West,1,733.46,733.46
ORD00869,2022-04-03,CUST2617,Fiction Novel,Books,East,4,38.24,152.96
ORD00870,2023-03-08,CUST5071,Cookbook,Books,West,2,28.05,56.11
ORD00871,2023-11-03,CUST8740,Shoes,Clothing,North,8,126.47,1011.76
ORD00872,2022-10-06,CUST9732,Plant Pot,Home & Garden,West,9,132.01,1188.13
ORD00873,2022-10-21,CUST4688,Basketball,Sports,North,6,41.73,250.4
ORD00874,2023-12-20,CUST2360,Puzzle,Toys,West,4,71.99,287.98
ORD00875,2023-10-11,CUST7459,Biography,Books,North,9,16.39,147.49
ORD00876,2022-05-23,CUST2708,Rug,Home & Garden,West,1,246.93,246.93
ORD00877,2022-11-01,CUST1825,Doll,Toys,South,1,23.69,23.69
ORD00878,2023-12-29,CUST8872,LEGO Set,Toys,West,3,22.58,67.74
ORD00879,2023-11-30,CUST9033,Cookbook,Books,South,6,14.51,87.07
ORD00880,2022-10-21,CUST7844,Cookbook,Books,East,3,36.39,109.17
ORD00881,2022-10-03,CUST3673,Tablet,Electronics,South,4,1439.63,5758.54
ORD00882,2022-09-21,CUST3604,Plant Pot,Home & Garden,South,6,34.96,209.74
ORD00883,2023-12-21,CUST5605,Mirror,Home & Garden,East,8,288.15,2305.2
ORD00884,2023-12-05,CUST8436,Mirror,Home & Garden,East,10,236.43,2364.27
ORD00885,2023-07-27,CUST3472,Fiction Novel,Books,East,4,37.72,150.88
ORD00886,2022-12-15,CUST5493,Cookbook,Books,West,1,42.8,42.8
ORD00887,2022-11-19,CUST8332,Biography,Books,South,8,26.16,209.26
ORD00888,2023-07-23,CUST3234,Headphones,Electronics,West,8,516.54,4132.36
ORD00889,2023-08-25,CUST8684,Running Shoes,Sports,North,4,77.18,308.72
ORD00890,2023-11-29,CUST8101,LEGO Set,Toys,East,9,58.75,528.75
ORD00891,2022-03-06,CUST8578,Lamp,Home & Garden,East,3,169.62,508.86
ORD00892,2022-11-20,,Cookbook,Books,West,10,21.66,216.64
ORD00893,2023-03-08,CUST3816,Smart Watch,Electronics,East,3,450.61,1351.82
ORD00894,2022-04-29,CUST9775,Chair,Home & Garden,North,7,41.0,287.03
ORD00895,2023-05-17,CUST4020,Mirror,Home & Garden,South,7,105.63,739.43
ORD00896,2022-11-02,CUST9798,Plant Pot,Home & Garden,East,5,264.08,1320.41
ORD00897,2023-05-02,CUST5726,Action Figure,Toys,South,4,80.33,321.3
ORD00898,2022-06-11,CUST1705,Mirror,Home & Garden,West,9,61.84,556.54
ORD00899,2022-07-11,CUST1667,Tablet,Electronics,North,5,1368.19,6840.96
ORD00900,2023-09-09,CUST1465,LEGO Set,Toys,South,6,71.67,430.0
ORD00901,2023-10-16,CUST2642,Jeans,Clothing,East,6,48.39,290.32
ORD00902,2023-11-13,CUST1768,Headphones,Electronics,East,2,1039.28,2078.55
ORD00903,2023-06-22,CUST3388,Tablet,Electronics,East,1,369.25,369.25
ORD00904,2023-06-06,CUST7510,Laptop,Electronics,West,10,609.58,6095.81
ORD00905,2023-07-15,CUST8034,Laptop,Electronics,West,3,420.38,1261.15
ORD00906,2022-01-14,CUST7215,Fiction Novel,Books,South,8,27.1,216.82
ORD00907,2022-01-16,CUST7595,Dress,Clothing,North,10,69.86,698.63
ORD00908,2023-10-14,CUST9998,Headphones,Electronics,South,8,450.26,3602.1
ORD00909,2023-05-11,CUST7983,Jeans,Clothing,North,9,50.8,457.23
ORD00910,2022-04-01,CUST2807,Board Game,Toys,North,8,46.56,372.5
ORD00911,2022-07-16,CUST1495,Jeans,Clothing,North,1,146.1,146.1
ORD00912,2022-06-10,CUST9624,Science Book,Books,South,3,44.46,133.38
ORD00913,2023-10-15,CUST1447,Smartphone,Electronics,South,9,1399.25,12593.27
ORD00914,2023-12-14,CUST8752,Fiction Novel,Books,South,8,44.59,356.72
ORD00915,2023-10-16,CUST7647,Chair,Home & Garden,West,7,202.3,1416.12
ORD00916,2023-08-28,CUST9784,Fiction Novel,Books,West,1,40.14,40.14
ORD00917,2022-11-28,CUST8666,Fiction Novel,Books,South,7,49.87,349.11
ORD00918,2022-11-29,CUST1637,Running Shoes,Sports,South,10,81.36,813.61
ORD00919,2023-10-29,CUST7594,Doll,Toys,East,3,47.4,142.21
ORD00920,2022-02-19,CUST9603,Plant Pot,Home & Garden,South,3,294.43,883.29
ORD00921,2023-03-02,CUST1916,Mirror,Home & Garden,North,5,248.04,1240.19
ORD00922,2022-08-20,CUST3257,Lamp,Home & Garden,East,9,239.76,2157.84
ORD00923,2022-12-12,CUST7237,Dumbbells,Sports,West,8,122.7,981.64
ORD00924,2023-02-25,CUST4454,Science Book,Books,East,6,26.94,161.64
ORD00925,2022-01-18,CUST6993,Running Shoes,Sports,East,6,157.85,947.1
ORD00926,2022-07-19,CUST9686,Lamp,Home & Garden,South,5,194.61,973.03
ORD00927,2022-02-21,CUST3194,Plant Pot,Home & Garden,South,5,119.19,595.95
ORD00928,2022-10-08,CUST2254,Tablet,Electronics,West,5,1264.3,6321.52
ORD00929,2022-09-27,CUST1151,Biography,Books,West,6,27.88,167.26
ORD00930,2023-05-27,CUST3710,Fiction Novel,Books,West,8,47.78,382.28
ORD00931,2022-11-24,CUST9208,Basketball,Sports,West,7,158.57,1110.0
ORD00932,2023-08-11,CUST8599,Jeans,Clothing,West,1,113.35,113.35
ORD00933,2023-04-19,CUST4204,Shoes,Clothing,East,4,64.75,258.99
ORD00934,2022-08-23,CUST5233,Chair,Home & Garden,North,2,133.75,267.5
ORD00935,2022-05-12,CUST5130,Smartphone,Electronics,South,5,452.8,2264.01
ORD00936,2023-05-23,CUST7631,Jacket,Clothing,North,9,133.08,1197.76
ORD00937,2022-06-24,CUST3112,Tennis Racket,Sports,North,9,59.98,539.82
ORD00938,2022-11-18,CUST4169,Doll,Toys,East,5,31.01,155.04
ORD00939,2022-07-28,CUST3873,Plant Pot,Home & Garden,East,4,238.66,954.64
ORD00940,2022-03-17,CUST5711,Lamp,Home & Garden,South,10,270.68,2706.75
ORD00941,2023-01-20,CUST5437,Running Shoes,Sports,South,2,99.77,199.53
ORD00942,2022-04-23,CUST9480,Jacket,Clothing,South,4,31.8,127.22
ORD00943,2023-05-21,CUST7365,Chair,Home & Garden,South,10,93.78,937.77
ORD00944,2022-09-02,CUST2478,Basketball,Sports,South,6,51.61,309.65
ORD00945,2022-10-19,CUST2546,Doll,Toys,South,6,90.08,540.51
ORD00946,2023-10-18,CUST3087,Self-Help,Books,West,3,29.93,89.79
ORD00947,2023-07-16,CUST4177,Basketball,Sports,South,7,67.93,475.5
ORD00948,2023-09-18,CUST9464,Mirror,Home & Garden,West,9,118.03,1062.27
ORD00949,2022-08-16,CUST6809,Dumbbells,Sports,East,4,129.08,516.33
ORD00950,2022-11-20,CUST6287,Chair,Home & Garden,North,6,205.6,1233.58
ORD00951,2023-01-18,CUST6122,Running Shoes,Sports,North,2,105.88,211.76
ORD00952,2023-12-16,CUST9279,Action Figure,Toys,West,9,57.15,514.32
ORD00953,2023-04-13,CUST9266,Jacket,Clothing,East,9,52.55,472.99
ORD00954,2023-05-23,CUST3940,Fiction Novel,Books,West,3,29.69,89.06
ORD00955,2023-04-05,CUST2311,Jeans,Clothing,South,8,141.78,1134.25
ORD00956,2023-03-17,CUST3522,Chair,Home & Garden,West,6,49.65,297.9
ORD00957,2022-01-01,CUST9178,Dumbbells,Sports,South,4,69.85,279.41
ORD00958,2023-10-21,CUST9182,Plant Pot,Home & Garden,West,1,109.76,109.76
ORD00959,2023-09-04,CUST7720,Tennis Racket,Sports,South,8,52.15,417.19
ORD00960,2022-07-15,CUST9594,Doll,Toys,North,1,29.52,29.52
ORD00961,2023-10-23,CUST2862,Tennis Racket,Sports,North,3,118.29,354.87
ORD00962,2023-03-29,CUST2226,Self-Help,Books,East,8,28.55,228.42
ORD00963,2022-02-02,CUST9833,LEGO Set,Toys,East,2,51.99,103.99
ORD00964,2022-07-21,CUST1714,Dumbbells,Sports,South,9,65.6,590.42
ORD00965,2022-09-23,CUST3153,Dress,Clothing,South,7,92.7,648.89
ORD00966,2023-09-20,CUST5923,Basketball,Sports,South,5,136.26,681.28
ORD00967,2023-05-16,CUST3807,Smartphone,Electronics,East,10,1025.14,10251.43
ORD00968,2023-10-20,CUST3950,Dumbbells,Sports,South,8,122.65,981.2
ORD00969,2022-06-24,CUST3423,T-Shirt,Clothing,North,1,28.11,28.11
ORD00970,2023-10-16,CUST3524,Board Game,Toys,West,4,45.36,181.44
ORD00971,2022-05-23,CUST9898,Board Game,Toys,South,8,18.02,144.17
ORD00972,2023-11-11,CUST8587,Basketball,Sports,West,6,113.48,680.89
ORD00973,2023-06-20,CUST1865,T-Shirt,Clothing,West,10,109.91,1099.14
ORD00974,2023-05-28,CUST5250,Tennis Racket,Sports,North,9,50.85,457.65
ORD00975,2022-08-25,CUST4492,Headphones,Electronics,West,5,921.52,4607.59
ORD00976,2023-07-01,CUST3094,T-Shirt,Clothing,East,2,113.04,226.09
ORD00977,2023-04-30,CUST1957,Fiction Novel,Books,East,4,31.65,126.59
ORD00978,2023-10-26,CUST3297,Fiction Novel,Books,North,8,36.35,290.8
ORD00979,2022-08-20,CUST2884,Biography,Books,East,8,21.26,170.07
ORD00980,2023-09-12,CUST5261,Board Game,Toys,South,10,27.78,277.81
ORD00981,2023-05-03,CUST2742,Board Game,Toys,West,4,41.81,167.24
ORD00982,2023-03-14,CUST1344,T-Shirt,Clothing,West,3,124.29,372.86
ORD00983,2023-09-07,CUST8643,Rug,Home & Garden,West,10,93.19,931.86
ORD00984,2023-06-16,CUST8071,Tennis Racket,Sports,South,4,151.95,607.78
ORD00985,2023-05-16,CUST6448,Tennis Racket,Sports,North,10,172.43,1724.27
ORD00986,2022-03-24,,Dress,Clothing,South,5,59.85,299.25
ORD00987,2023-12-16,CUST1045,Dress,Clothing,South,8,138.47,1107.76
ORD00988,2023-10-05,CUST8393,Cookbook,Books,East,7,43.01,301.06
ORD00989,2022-05-23,CUST1577,Basketball,Sports,South,2,171.39,342.78
ORD00990,2022-09-19,CUST9923,T-Shirt,Clothing,North,5,65.94,329.72
ORD00991,2023-04-07,CUST3770,Laptop,Electronics,North,9,478.85,4309.67
ORD00992,2023-05-31,CUST4868,Plant Pot,Home & Garden,South,5,263.34,1316.72
ORD00993,2023-10-19,CUST5063,Plant Pot,Home & Garden,South,9,127.61,1148.46
ORD00994,2022-05-12,CUST6086,Rug,Home & Garden,North,6,272.51,1635.07
ORD00995,2023-08-30,CUST4479,Mirror,Home & Garden,East,10,33.96,339.56
ORD00996,2023-08-22,CUST6869,T-Shirt,Clothing,South,4,128.64,514.57
ORD00997,2022-12-27,CUST7899,Dress,Clothing,West,10,84.95,849.51
ORD00998,2023-10-23,CUST7179,Tennis Racket,Sports,West,10,126.41,1264.14
ORD00999,2022-12-13,CUST2500,Science Book,Books,South,9,11.15,100.35
ORD01000,2022-03-03,CUST9918,Smartphone,Electronics,North,10,1396.3,13962.97
ORD01001,2023-02-20,CUST3963,Puzzle,Toys,North,5,81.5,407.49
ORD01002,2023-03-14,CUST6701,Plant Pot,Home & Garden,South,2,288.67,577.34
